preprocessedSmiles,PUBCHEM_SID,PUBCHEM_ACTIVITY_OUTCOME
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,144204113.0,Inactive
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,144204114.0,Inactive
CCO[C@@H]1O[C@H](C(COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O,144204115.0,Inactive
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,144204116.0,Inactive
CC1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)[C@@H]21,144204117.0,Inactive
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC=C(C)C=Cc1c(C)c(O)c2ccccc2c1O,144204118.0,Inactive
COc1ccc(CN2CCNCC2)c(OC)c1OC,144204119.0,Inactive
Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,144204121.0,Inactive
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,144204125.0,Inactive
Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,144204126.0,Inactive
C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69,144204127.0,Inactive
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,144204128.0,Inactive
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,144204130.0,Inactive
CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,144204131.0,Inactive
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,144204132.0,Inactive
COC1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,144204134.0,Inactive
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,144204136.0,Inactive
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,144204138.0,Inactive
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,144204141.0,Inactive
CCC[C@@H]1CC(C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,144204142.0,Inactive
CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12,144204143.0,Inactive
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,144204144.0,Inactive
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,144204145.0,Inactive
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,144204149.0,Inactive
CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O,144204151.0,Inactive
C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1,144204154.0,Inactive
CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,144204155.0,Inactive
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,144204156.0,Inactive
CN1CCOC(c2ccccc2)c2ccccc2C1,144204157.0,Inactive
Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,144204158.0,Inactive
CC(=O)OCC(=O)C1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)C3C(=O)C[C@]12C,144204159.0,Inactive
CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,144204160.0,Inactive
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,144204163.0,Inactive
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,144204164.0,Inactive
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,144204165.0,Inactive
CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,144204168.0,Inactive
O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,144204169.0,Inactive
CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,144204170.0,Inactive
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,144204171.0,Inactive
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,144204173.0,Inactive
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,144204174.0,Inactive
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)[C@H]2SC1(C)C,144204176.0,Inactive
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,144204177.0,Inactive
COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,144204180.0,Inactive
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1O,144204181.0,Inactive
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,144204182.0,Inactive
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,144204184.0,Inactive
Cc1cc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)no1,144204185.0,Inactive
CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O,144204186.0,Inactive
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,144204187.0,Inactive
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,144204188.0,Inactive
CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)O[C@@H]2[C@@H]1O,144204190.0,Inactive
CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,144204191.0,Inactive
CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,144204192.0,Inactive
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)OC1OC(=O)c2ccccc21,144204193.0,Inactive
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,144204194.0,Inactive
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,144204195.0,Inactive
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,144204196.0,Inactive
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,144204197.0,Inactive
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,144204199.0,Inactive
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,144204202.0,Inactive
NCCC(O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H]1O,144204203.0,Inactive
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,144204205.0,Inactive
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,144204206.0,Inactive
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](OC3OC(CN)=CCC3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,144204207.0,Inactive
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)C(O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,144204208.0,Inactive
Clc1ccccc1CN1CCc2sccc2C1,144204209.0,Inactive
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,144204211.0,Inactive
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,144204213.0,Inactive
CCN[C@@H]1C[C@H](N)[C@@H](OC2OC(CN)=CCC2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,144204214.0,Inactive
CN1C(C(=O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,144204217.0,Inactive
Nc1cc(C(Cl)=C(Cl)Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,144204220.0,Inactive
NCc1ccccc1CC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CSC12,144204221.0,Inactive
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,144204223.0,Inactive
CCc1cccc(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O,144204224.0,Inactive
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,144204225.0,Inactive
CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,144204226.0,Inactive
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,144204227.0,Inactive
CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12,144204228.0,Inactive
CO[C@@]1(NC(O)=c2sc(=C(C(N)=O)C(=O)O)s2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,144204232.0,Inactive
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,144204233.0,Inactive
CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,144204234.0,Inactive
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,144204235.0,Inactive
COc1cc([S+](C)[O-])ccc1-c1nc2cccnc2[nH]1,144204236.0,Inactive
COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,144204237.0,Inactive
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,144204239.0,Inactive
C[C@@H](O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12,144204240.0,Inactive
COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc2nonc12,144204241.0,Inactive
CN=C(C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,144204242.0,Inactive
CC1C(=NC(=O)C(NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,144204243.0,Inactive
C=CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOCC(=O)O)c3csc(N)n3)C2SC1,144204245.0,Inactive
C[C@@H]1CN(C2CCC(C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,144204246.0,Inactive
CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)CC(C)C(=NOCOCCOC)C(C)[C@@H](O)[C@]1(C)O,144204248.0,Inactive
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,144204250.0,Inactive
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,144204251.0,Inactive
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,144204252.0,Inactive
CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,144204253.0,Inactive
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,144204254.0,Inactive
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,144204255.0,Inactive
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,144204257.0,Inactive
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)C[C@@H]2CCC[C@@H]21,144204259.0,Inactive
O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,144204260.0,Inactive
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,144204261.0,Inactive
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,144204263.0,Inactive
CCc1c(C)cn(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)c1O,144204264.0,Inactive
Oc1c(C2=CCC(c3ccc(Cl)cc3)CC2)c(O)c2ccccc2c1O,144204265.0,Inactive
CC1=C(S[C@@H]2CNC(C(=O)N(C)C)C2)C(C(=O)O)N2C(=O)C([C@@H](C)O)[C@@H]12,144204266.0,Inactive
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,144204267.0,Inactive
CC(C)(C)NC(=O)C1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,144204268.0,Inactive
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,144204271.0,Inactive
CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,144204273.0,Inactive
CO[C@H]1C[C@H](O[C@@H]2C(C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)C(C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,144204274.0,Inactive
CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,144204275.0,Inactive
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,144204278.0,Inactive
CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@H]5O)N3[C@@H]1O,144204279.0,Inactive
CN(C)CCn1nnnc1SC=C1CSC2C(NC(=O)Cc3csc(N)n3)C(=O)N2C1C(=O)O,144204281.0,Inactive
CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,144204284.0,Inactive
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,144204287.0,Inactive
CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,144204290.0,Inactive
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,144204292.0,Inactive
COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,144204294.0,Inactive
Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,144204295.0,Inactive
CC(=O)OC1=C(C(CCC=C(C)C)C(=O)O)C2C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@]3(C)[C@@]2(C)C1,144204296.0,Inactive
CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,144204297.0,Inactive
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(=O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(O)oc3c2C)OC1(C)C,144204298.0,Inactive
CN1[C@H]2CC[C@@H]1CC(OC1c3ccccc3CCc3ccccc31)C2,144204301.0,Inactive
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,144204302.0,Inactive
CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1,144204305.0,Inactive
C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21,144204306.0,Inactive
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O,144204307.0,Inactive
CCN(CCCc1ccccc1)CCCc1ccccc1,144204308.0,Inactive
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,144204309.0,Inactive
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,144204310.0,Inactive
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)N2C=O,144204311.0,Inactive
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,144204312.0,Inactive
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,144204315.0,Inactive
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,144204316.0,Inactive
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,144204317.0,Inactive
CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,144204318.0,Inactive
CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)C3C(=O)C=C4C5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,144204320.0,Inactive
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,144204321.0,Inactive
CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)C(C)C(=O)O)O3)O2)O1,144204322.0,Inactive
CC(=O)OC=C1CSC2C(NC(=O)CSc3ccncc3)C(=O)N2C1C(=O)O,144204323.0,Inactive
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,144204326.0,Inactive
O=C(O)C1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,144204327.0,Inactive
Cn1nnnc1SC=C1CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N2C1C(=O)O,144204328.0,Inactive
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O,144204330.0,Inactive
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,144204331.0,Inactive
NC(=O)c1cc[n+](C=C2CSC3C(NC(=O)C(c4ccccc4)S(=O)(=O)[O-])C(=O)N3C2C(=O)O)cc1,144204334.0,Inactive
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,144204335.0,Inactive
COCCc1ccc(OCC(O)CNC(C)C)cc1,144204338.0,Inactive
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,144204339.0,Inactive
CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1,144204340.0,Inactive
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,144204342.0,Inactive
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,144204343.0,Inactive
CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,144204344.0,Inactive
C=C1c2c(Cl)ccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)[C@H]12.O=C(O)c1cc(S(=O)(=O)O)ccc1O,144204345.0,Inactive
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,144204346.0,Inactive
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,144204347.0,Inactive
CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,144204348.0,Inactive
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,144204349.0,Inactive
C[C@]12CC[C@H]3C(=CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)O,144204351.0,Inactive
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1,144204352.0,Inactive
C=Cc1c(C)c2[nH]c1=Cc1[nH]c(c(CCC(=O)OC)c1C)C=c1[nH]c(c(C)c1CCC(=O)O)=CC1=NC(=C3C=CC(C(=O)OC)=C(C(=O)OC)[C@@]13C)C=2,144204353.0,Inactive
CC1(C)[C@@H](O)CC[C@]2(C)C3C(=O)C=C4C5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,144204355.0,Inactive
O=c1c(O)cc2c(O)oc3c(=O)c(O)cc4c(O)oc1c2c43,144204356.0,Inactive
CC(C)(O)[C@H]1C2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@]2(O)[C@@]14C,144204357.0,Inactive
COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C(CCN(C)C2)[C@@H]31,144204358.0,Inactive
CC[C@@H](CO)NC(=O)C1=CC2c3cccc4[nH]cc(c34)CC2N(C)C1,144204360.0,Inactive
COC(=O)C1[C@@H](O)CC[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,144204362.0,Inactive
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,144204364.0,Inactive
COc1ccc2c(c1OC)C(=O)O[C@H]2[C@@H]1c2cc3c(cc2CCN1C)OCO3,144204366.0,Inactive
CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,144204367.0,Inactive
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,144204371.0,Inactive
CN1CC(C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,144204372.0,Inactive
Oc1c(I)cc(I)c2cccnc12,144204374.0,Inactive
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,144204382.0,Inactive
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,144204385.0,Inactive
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,144204389.0,Inactive
CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,144204391.0,Inactive
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,144204394.0,Inactive
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,144204398.0,Inactive
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,144204402.0,Inactive
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,144204405.0,Inactive
CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,144204406.0,Inactive
CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,144204407.0,Inactive
Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N,144204408.0,Inactive
CCC(C(=O)OCCN(CC)CC)c1ccccc1,144204411.0,Inactive
CN(C)CCOc1ccccc1Cc1ccccc1,144204413.0,Inactive
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,144204414.0,Inactive
CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[PH](=O)(=O)O[C@H]2[C@H]1OC(=O)CCC,144204415.0,Inactive
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,144204416.0,Inactive
CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,144204417.0,Inactive
C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,144204419.0,Inactive
CCCC(CCC)C(=O)OC1C[C@@H]2CC[C@H](C1)[N+]2(C)C,144204422.0,Inactive
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,144204423.0,Inactive
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,144204424.0,Inactive
COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1OC,144204425.0,Inactive
CC(=O)OCC(=O)C1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,144204427.0,Inactive
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,144204431.0,Inactive
CC(=O)C1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)C3C(=O)C[C@]12C,144204435.0,Inactive
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,144204442.0,Inactive
CC[C@@H](CO)NC(=O)C1=CC2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,144204446.0,Inactive
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,144204449.0,Inactive
CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1,144204451.0,Inactive
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,144204460.0,Inactive
O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,144204464.0,Inactive
